机构名称,聚类结果,领域数量,投资次数,投资总额,所投公司存活时间,所投公司创业人数,所投公司管理层毕业于世界500强大学占比,所投公司在一线城市占比,所投公司在二线城市占比,金融占比,旅游占比,硬件占比,汽车交通占比,企业服务占比,本地生活占比,电子商务占比,教育占比,广告营销占比,游戏占比,文化娱乐体育占比,医疗健康占比,房产服务占比,SNS社交网络占比,移动互联网占比,工具软件占比,未知领域占比
Valor Capital Group,2,0.3125,0.012165450121654502,0.033983824783922444,0.3114568599717115,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
NXTP Labs,10,0.1875,0.009732360097323601,2.057281161758761E-4,0.06152758132956153,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2B Angels,3,0.125,0.0072992700729927005,0.0010367177971697485,0.17821782178217824,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PayPal,9,0.125,0.0072992700729927005,0.03666205966181475,0.18104667609618105,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
北京众海投资,0,0.3125,0.0170316301703163,3.5163498262885304E-4,0.06849868660335422,0.3142857142857143,0.0,0.8571428571428571,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
软银中国/软银集团,6,0.75,0.16058394160583941,0.2614163606017268,0.1888903176031889,0.24848484848484848,0.2727272727272727,0.7575757575757576,0.07575757575757576,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
UCWEB优视科技,4,0.3125,0.029197080291970802,0.007229615242849218,0.09016973125884017,0.23333333333333334,0.25,1.0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
宝诚股份,5,0.125,0.004866180048661801,1.1252319444123296E-4,0.45403111739745405,0.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
搜房网,12,0.0625,0.0072992700729927005,0.032242360502845985,0.9773691654879775,0.06666666666666667,0.0,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Catalyst Investors,2,0.0625,0.004866180048661801,0.0029758165309914575,0.37765205091937765,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
和盟创投,0,0.125,0.0072992700729927005,1.7797418587455014E-4,0.026874115983026872,0.26666666666666666,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
艺龙旅行网,0,0.25,0.014598540145985401,3.0943878471339066E-4,0.13437057991513437,0.23333333333333334,0.16666666666666666,0.8333333333333334,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Alta Ventures Mexico,4,0.3125,0.012165450121654502,0.001300431824043267,0.21386138613861386,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
Scrum Ventures,4,0.125,0.0072992700729927005,4.2851758046276987E-4,0.14992927864214994,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Earlybird Venture Capital,11,0.1875,0.014598540145985401,0.0036860447430547517,0.18033946251768035,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Life.SREDA,9,0.0625,0.004866180048661801,0.001964038910454362,0.09123055162659123,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
基石资本,14,0.5,0.019464720194647202,0.007764100416445075,0.33574964639321075,0.1,0.0,0.875,0.125,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
科冕木业/天神互动,5,0.3125,0.0170316301703163,0.1508185882827326,0.2697514649424126,0.22857142857142856,0.14285714285714285,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Draper Fisher Jurvetson(DFJ 国外投资),7,0.5625,0.05596107055961071,0.07205965610130535,0.2433429678371564,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0
圆璟投资-吴泳铭,8,0.375,0.0267639902676399,8.15793159698939E-4,0.03008872315803009,0.14545454545454545,0.0,0.45454545454545453,0.5454545454545454,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
暴风科技,5,0.1875,0.0072992700729927005,0.004678545640074805,0.06789250353606789,0.2,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
黑马基金-创业家,1,0.5,0.029197080291970802,7.267122974329629E-4,0.03182461103253183,0.2,0.16666666666666666,0.8333333333333334,0.08333333333333333,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
清控科创控股,12,0.3125,0.0170316301703163,0.001084911133070888,0.10123257223681552,0.34285714285714286,0.42857142857142855,0.8571428571428571,0.14285714285714285,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
Alpha Capital,2,0.0625,0.004866180048661801,0.0027278318200755027,0.27793493635077793,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
广州科技风投,0,0.0625,0.004866180048661801,1.2002474073731517E-4,0.06789250353606789,0.2,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Greenoaks Capital Management,8,0.125,0.004866180048661801,0.011704878355233065,0.2036775106082037,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
新东方,0,0.1875,0.0340632603406326,0.004469849809037937,0.19337239846433624,0.17142857142857143,0.21428571428571427,0.8571428571428571,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Bee Partners,9,0.0625,0.004866180048661801,7.141959674379498E-4,0.040311173974540315,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
分享投资,6,0.625,0.06082725060827251,0.011641637819447912,0.10862800565770864,0.23199999999999998,0.16,0.88,0.12,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
华平投资,7,0.4375,0.046228710462287104,0.1723025761588671,0.1846944092905531,0.29473684210526313,0.2631578947368421,0.9473684210526315,0.05263157894736842,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
小马蜂创投,9,0.3125,0.0340632603406326,0.001819124976799933,0.030915336431602346,0.1285714285714286,0.07142857142857142,0.7857142857142857,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Union Square Ventures,7,0.625,0.043795620437956206,0.012252428596935493,0.24893917963224893,0.0,0.0,0.0,0.0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
祥峰投资Vertex,6,0.8125,0.11678832116788321,0.04212326641957032,0.13693422913719944,0.2375,0.1875,0.6041666666666666,0.08333333333333333,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
青骢资本,3,0.3125,0.024330900243309004,0.0013971629976453094,0.05813295615275813,0.27999999999999997,0.3,0.8,0.0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
Butterfly Ventures,8,0.125,0.0072992700729927005,1.5942323696165368E-4,0.07072135785007073,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RockPort Capital Partners,4,0.125,0.004866180048661801,0.0016813363400101733,0.3564356435643565,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
千合资本,9,0.1875,0.012165450121654502,0.01734188718862542,0.4285714285714286,0.44000000000000006,0.6,0.8,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Warburg Pincus(海外投资),8,0.25,0.014598540145985401,0.02057281161758761,0.2623762376237624,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
苏河汇,6,0.875,0.1070559610705596,0.001170241222188823,0.03307830783078308,0.1590909090909091,0.11363636363636363,0.7272727272727273,0.06818181818181818,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Village Ventures,9,0.125,0.0072992700729927005,0.002221943009806955,0.4045261669024045,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Altpoint Ventures,4,0.1875,0.0072992700729927005,0.002249717297429542,0.15841584158415845,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
AOL Ventures,4,0.1875,0.0072992700729927005,9.91938843663819E-4,0.11173974540311174,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
搜狐/畅游,5,0.25,0.024330900243309004,0.06650911454456475,0.19688826025459688,0.38,0.5,0.6,0.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Apex Venture Partners,2,0.0625,0.004866180048661801,0.001249842943016412,0.4752475247524753,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAP Ventures,11,0.3125,0.024330900243309004,1.0,0.49731258840169734,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
CA创投/CyberAgent国内,6,0.8125,0.09002433090024331,0.013771310434517065,0.0867005619480867,0.08648648648648649,0.13513513513513514,0.6756756756756757,0.05405405405405406,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
Andreessen Horowitz,6,0.875,0.19708029197080293,0.20875572608505902,0.17046466551417047,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
Trinity Ventures,7,0.5,0.029197080291970802,0.008612013040689278,0.19306930693069307,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
Frontier Capital,11,0.25,0.012165450121654502,0.006667812907108192,0.5024045261669025,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
远望谷,2,0.125,0.004866180048661801,6.751391666473978E-4,0.4391796322489392,0.1,0.0,0.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
磐谷创投,12,0.3125,0.014598540145985401,0.0042300563178306605,0.10466760961810467,0.23333333333333334,0.5,1.0,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
万达集团,9,0.3125,0.0267639902676399,0.3294397522512169,0.5373537353735374,0.10909090909090909,0.18181818181818182,0.5454545454545454,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Nokia growth partners(海外投资),8,0.25,0.009732360097323601,0.0018251674723414272,0.23125884016973128,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
KPCB 凯鹏华盈,6,0.875,0.1386861313868613,0.07729887571729453,0.16258467952058364,0.256140350877193,0.2982456140350877,0.8596491228070176,0.08771929824561403,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Foundry Group,10,0.4375,0.0364963503649635,0.012528762626505362,0.2031117397454031,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Vaizra Investments,7,0.375,0.0170316301703163,0.0024699277207229095,0.06486158819963629,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
DST Global(国外投资),2,0.375,0.029197080291970802,0.07074408639125991,0.21534653465346534,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
PartnerAngel伙伴创投戴志康,6,0.625,0.058394160583941604,0.001056467770025325,0.04296322489391796,0.26666666666666666,0.2916666666666667,0.9166666666666666,0.041666666666666664,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
长石资本,7,0.5,0.0340632603406326,0.0014452094639784288,0.05879975752677309,0.2571428571428572,0.21428571428571427,1.0,0.0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Pritzker Group Venture Capital,4,0.3125,0.012165450121654502,0.003518548784016624,0.12135785007072136,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
天音通信/天音控股,9,0.125,0.0072992700729927005,9.53966954006338E-4,0.04950495049504951,0.2,0.3333333333333333,0.6666666666666666,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPG Growth,8,0.3125,0.021897810218978103,0.11939401038985278,0.3488920320603489,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
通鼎互联,11,0.25,0.0170316301703163,0.012233521699650848,0.46615477874318045,0.2,0.2857142857142857,0.2857142857142857,0.5714285714285714,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
澳洲电讯Telstra,11,0.3125,0.012165450121654502,0.06642022497172932,0.46166902404526167,0.04,0.2,0.2,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
Telegraph Hill Capital,8,0.125,0.004866180048661801,4.16614314338804E-4,0.1166902404526167,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
世纪互联,2,0.0625,0.004866180048661801,1.1252319444123296E-4,0.7595473833097596,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maveron,6,0.5625,0.0364963503649635,0.006783869751816859,0.12842998585572843,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
艾云创投,2,0.25,0.012165450121654502,0.002212956157344248,0.3734087694483734,0.2,0.0,1.0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Rho Ventures,10,0.125,0.0072992700729927005,0.0019164258459584986,0.272984441301273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FLOODGATE Fund,10,0.5,0.021897810218978103,0.004904145643073922,0.16124469589816126,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
易方达基金,0,0.125,0.004866180048661801,0.013028498068378159,0.5261669024045262,0.2,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
智基创投IDT VC/宏碁创投,10,0.3125,0.019464720194647202,0.011607668348554012,0.1638967468175389,0.225,0.25,0.875,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
北京创客空间,12,0.125,0.0072992700729927005,8.90808622659761E-5,0.02828854314002829,0.33333333333333337,0.3333333333333333,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Samos Investments,8,0.125,0.004866180048661801,7.223226425857875E-4,0.05304101838755304,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Altos Ventures,8,0.25,0.009732360097323601,0.0020291100985987084,0.24823196605374825,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
凯旋创投,9,0.3125,0.019464720194647202,0.014505711004242248,0.17344413012729845,0.275,0.25,0.875,0.125,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Harrison Metal,11,0.1875,0.014598540145985401,0.0025601941554963172,0.19519094766619519,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
真格基金,6,1.0,0.5401459854014599,0.03367860656920271,0.04008180740854008,0.2630630630630631,0.35585585585585583,0.9054054054054054,0.05405405405405406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SIG海纳亚洲,6,0.9375,0.21654501216545013,0.09000346544245717,0.12939624620567997,0.21123595505617976,0.2808988764044944,0.8539325842696629,0.056179775280898875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
京东,1,0.5625,0.09002433090024331,0.25859421910719366,0.20482434343820485,0.27567567567567564,0.4864864864864865,0.7297297297297297,0.10810810810810811,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
The Raine Group,10,0.125,0.0072992700729927005,0.014164886687519336,0.27581329561527584,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
betaworks,0,0.1875,0.009732360097323601,0.0011982621231458935,0.05622347949080623,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
盖娅互娱,5,0.0625,0.004866180048661801,0.010502164814515077,0.06789250353606789,0.1,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
云启创投,14,0.5,0.043795620437956206,0.007274973154989822,0.06718528995756719,0.24444444444444446,0.2777777777777778,0.6111111111111112,0.2222222222222222,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
Bessemer Venture Partners,6,0.75,0.06082725060827251,0.05752650129943952,0.16956152758132959,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Macquarie麦格理,8,0.125,0.004866180048661801,0.016069409267353868,0.4158415841584159,0.2,0.5,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
朗玛峰创投,4,0.25,0.012165450121654502,0.001931648171241166,0.11966053748231967,0.2,0.4,0.8,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
亚杰天使投资/亚杰商会,3,0.25,0.012165450121654502,1.8753865740205495E-4,0.06534653465346535,0.32,0.2,0.8,0.2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Metamorphic Ventures,11,0.375,0.024330900243309004,0.002152904066287953,0.100990099009901,0.02,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
Xilinx,10,0.0625,0.004866180048661801,0.001547424596115558,0.4837340876944837,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Hill Ventures,0,0.375,0.031630170316301706,0.018118188096161583,0.20335110434120335,0.06153846153846154,0.23076923076923078,0.3076923076923077,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
长友基金,3,0.25,0.012165450121654502,0.0012117238355128703,0.1637906647807638,0.64,0.6,1.0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Walden Riverwood Ventures,2,0.125,0.009732360097323601,0.0031127040914170644,0.15381895332390383,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
岩桥投资,0,0.125,0.004866180048661801,7.501546296082198E-5,0.027581329561527583,0.1,0.0,0.5,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
XSeed Capital,0,0.1875,0.0072992700729927005,6.97565508146179E-4,0.1456859971711457,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Huron River Ventures,2,0.0625,0.004866180048661801,6.348408599448442E-4,0.12517680339462517,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
英特尔投资Intel Capital,6,0.875,0.2116788321167883,0.3902624093811565,0.26947276008389015,0.10114942528735633,0.12643678160919541,0.3218390804597701,0.011494252873563218,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
丰实资本- 嘉实基金,5,0.375,0.019464720194647202,0.01755685618775239,0.20102545968882604,0.15,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
Anthem Venture Partners,2,0.125,0.004866180048661801,2.2389476756715435E-4,0.07001414427157002,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Golden Gate Ventures,10,0.125,0.0072992700729927005,5.740350088282521E-4,0.11739745403111741,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
银来集团,3,0.125,0.004866180048661801,2.9537338540823655E-4,0.3500707213578501,0.2,0.0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
上海致景投资,1,0.4375,0.0267639902676399,0.006669208476027249,0.11341134113411341,0.32727272727272727,0.7272727272727273,0.9090909090909091,0.09090909090909091,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
Two Sigma Ventures,10,0.1875,0.0072992700729927005,0.0018896434971795754,0.1386138613861386,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
绿盟科技,11,0.125,0.0170316301703163,0.010797538199923313,0.5097999595877956,0.05714285714285714,0.0,0.5714285714285714,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Samsung Ventures三星,11,0.5625,0.0413625304136253,0.03535622816848597,0.2950328646310009,0.011764705882352941,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0
好贷网,9,0.125,0.012165450121654502,0.001294016736074179,0.047524752475247525,0.4,0.4,0.8,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NBC News,2,0.125,0.004866180048661801,0.023834663046541967,0.3203677510608204,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Azure Capital Partners,0,0.25,0.014598540145985401,0.001910530895124191,0.1265912305516266,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
险峰华兴,6,0.9375,0.2749391727493917,0.023123944158335446,0.04066791002741235,0.2743362831858407,0.18584070796460178,0.831858407079646,0.07079646017699115,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Cabiedes & Partners,9,0.0625,0.004866180048661801,6.749658184213239E-4,0.16760961810466762,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crosscut Ventures,8,0.25,0.009732360097323601,4.459473630067923E-4,0.07425742574257425,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Stanford University,11,0.25,0.009732360097323601,4.936454508347917E-4,0.12411598302687413,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
Condé Nast,3,0.125,0.004866180048661801,0.00531679220203807,0.3224893917963225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Summit Partners,2,0.1875,0.012165450121654502,0.02972840714460466,0.33182461103253186,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
华泽资本,12,0.125,0.004866180048661801,2.4380025462267143E-4,0.05940594059405941,0.1,0.0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
东方星空创业投资/浙报传媒,5,0.25,0.019464720194647202,0.009934588444820628,0.2917256011315417,0.225,0.25,0.625,0.25,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
Vintage Investment Partners,9,0.125,0.004866180048661801,9.692659558006088E-4,0.3521923620933522,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
海通开元/海通证券,6,0.6875,0.051094890510948905,0.12912865795562253,0.2693473428975551,0.17142857142857143,0.23809523809523808,0.8571428571428571,0.09523809523809523,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0
Notion Capital,2,0.125,0.012165450121654502,0.0018430223715273759,0.11117397454031118,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Qualitas Equity Partners,2,0.0625,0.004866180048661801,0.0020433940179474673,0.3012729844413013,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lowercase Capital,8,0.375,0.0267639902676399,0.002565295555255694,0.05747717628905748,0.01818181818181818,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
Lerer Ventures,8,0.375,0.031630170316301706,0.0037070171643127496,0.07964312914807965,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
Upfront Ventures,7,0.5,0.029197080291970802,0.004908113398448577,0.1541725601131542,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
联创光电,9,0.0625,0.004866180048661801,0.005682421319282265,0.07213578500707214,0.1,0.0,0.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
原子创投,6,0.875,0.07542579075425791,0.0014581130613009771,0.039147693571200445,0.17419354838709677,0.12903225806451613,1.0,0.0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
天图资本,1,0.5625,0.06082725060827251,0.03360149722462317,0.211994342291372,0.184,0.24,0.72,0.12,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
中讯软件,5,0.0625,0.004866180048661801,0.011627396758927407,0.3055162659123055,0.2,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Social Internet Fund,2,0.125,0.004866180048661801,2.916300200371628E-4,0.173974540311174,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
华为,5,0.1875,0.014598540145985401,0.013540587375507063,0.33875530410183874,0.1,0.0,0.5,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Helion Venture Partners,8,0.375,0.0170316301703163,0.006249214715082061,0.1485148514851485,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
CME Group,0,0.1875,0.0072992700729927005,0.0017091106276327602,0.11173974540311174,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
腾邦国际,9,0.0625,0.004866180048661801,0.0038820502082225375,0.29490806223479493,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE Ventures通用电气,2,0.0625,0.012165450121654502,0.013897063199730105,0.2113154172560113,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
光线传媒,5,0.125,0.0267639902676399,0.042396829584230945,0.24611032531824611,0.16363636363636364,0.09090909090909091,0.7272727272727273,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
华人文化产业基金,13,0.375,0.031630170316301706,0.09514329316675214,0.29311282776629316,0.29230769230769227,0.46153846153846156,0.7692307692307693,0.07692307692307693,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
北京厚持投资,5,0.375,0.0267639902676399,0.00291935176689824,0.13347048990613347,0.12727272727272726,0.09090909090909091,0.8181818181818182,0.09090909090909091,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
Wing Venture Partners,2,0.0625,0.004866180048661801,0.0017041509334144412,0.16124469589816126,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tenfore Holdings,11,0.125,0.004866180048661801,5.554857524517387E-4,0.19943422913719944,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TripAdvisor,8,0.0625,0.004866180048661801,0.04047110482148382,0.6067892503536069,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
海通创意资本/上海文化产业基金,5,0.3125,0.019464720194647202,0.007339012792994166,0.13313295615275814,0.125,0.0,1.0,0.0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
麦星投资管理,3,0.1875,0.009732360097323601,0.005951633061982915,0.16442715700141444,0.3,0.5,0.75,0.25,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
