机构名称,聚类结果,领域数量,投资次数,投资总额,所投公司存活时间,所投公司创业人数,所投公司管理层毕业于世界500强大学占比,所投公司在一线城市占比,所投公司在二线城市占比,金融占比,旅游占比,硬件占比,汽车交通占比,企业服务占比,本地生活占比,电子商务占比,教育占比,广告营销占比,游戏占比,文化娱乐体育占比,医疗健康占比,房产服务占比,SNS社交网络占比,移动互联网占比,工具软件占比,未知领域占比
Eniac Ventures,10,0.125,0.009732360097323601,5.933778162796966E-4,0.09759547383309759,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Walden International,11,0.1875,0.0072992700729927005,0.0020433940179474673,0.16265912305516267,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Georgian Partners,11,0.3125,0.0170316301703163,0.011154352296999646,0.4243281471004243,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
浙江九仁资本,5,0.1875,0.0072992700729927005,0.003488219027678222,0.21074964639321075,0.2,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
分期乐,8,0.125,0.004866180048661801,0.0019730285759969293,0.027581329561527583,0.3,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
上海中金资本,12,0.125,0.004866180048661801,3.563234490639044E-4,0.2142857142857143,0.4,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kite Ventures,8,0.0625,0.004866180048661801,0.002142587902313849,0.09335219236209336,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
825新媒体产业基金,14,0.375,0.021897810218978103,0.003780901233352739,0.23055162659123057,0.15555555555555556,0.1111111111111111,0.7777777777777778,0.2222222222222222,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
Infinity Venture Partners,14,0.625,0.072992700729927,0.011554941104870793,0.07355021216407355,0.24666666666666667,0.2,0.7666666666666667,0.0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0
Unilever Ventures,10,0.125,0.004866180048661801,0.0011308102817767537,0.27581329561527584,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
掌趣创享基金,5,0.1875,0.009732360097323601,2.7193105323297965E-4,0.009547383309759547,0.4,0.25,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Atlantic Capital Partners,8,0.125,0.004866180048661801,7.578412765591578E-4,0.19731258840169733,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
韩都衣舍,13,0.0625,0.004866180048661801,1.1252319444123296E-4,0.28642149929278643,0.1,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SJF Ventures,2,0.125,0.004866180048661801,0.001145689364431711,0.27793493635077793,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
空中网,5,0.0625,0.004866180048661801,0.003779909153855082,0.5558698727015559,0.8,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
昆仑万维,3,0.25,0.014598540145985401,0.012647220256713694,0.09759547383309759,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.16666666666666666,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
逐鹿资本,1,0.375,0.019464720194647202,4.2196197915462364E-4,0.019625176803394626,0.175,0.0,1.0,0.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
Chernin Group,10,0.125,0.004866180048661801,0.0034519471759500903,0.24186704384724186,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
动域资本,12,0.25,0.012165450121654502,0.0011812677450894341,0.042432814710042434,0.24,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
磐石资本,12,0.1875,0.009732360097323601,0.002598157433997528,0.1463932107496464,0.15,0.0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Maryland Venture Fund,11,0.1875,0.0072992700729927005,7.885913807127362E-4,0.19094766619519096,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
荣之联,0,0.125,0.009732360097323601,0.022845959244718335,0.22595473833097596,0.1,0.25,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
弘俊财富,8,0.125,0.004866180048661801,3.750773148041099E-4,0.08910891089108912,0.2,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mizuho Venture Capital,8,0.125,0.004866180048661801,7.141959674379498E-4,0.17821782178217824,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
星辉互动娱乐,5,0.1875,0.06082725060827251,0.019688195521395262,0.06772277227722773,0.128,0.04,0.84,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
湾海投资,3,0.125,0.004866180048661801,2.813079861030824E-5,0.014851485148514853,0.1,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
森合投资/crehol,3,0.0625,0.0072992700729927005,0.00416614314338804,0.2531824611032532,0.4,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
龙腾资本,13,0.25,0.0170316301703163,0.001842682645249492,0.08183471408365327,0.17142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
贝恩资本BainCapital,11,0.3125,0.021897810218978103,0.04316790762053752,0.1970768505421971,0.08888888888888888,0.3333333333333333,0.4444444444444444,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
如山创投,12,0.25,0.012165450121654502,0.001972383130444786,0.10353606789250354,0.36,0.4,0.8,0.2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
appWorks之初创投,6,0.8125,0.0851581508515815,0.0026425250795204143,0.053101636694281674,0.06857142857142857,0.08571428571428572,0.0,0.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
Cybernaut赛伯乐投资,13,0.3125,0.014598540145985401,0.05114814474555988,0.2340876944837341,0.23333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
IDEA Fund Partners,2,0.0625,0.009732360097323601,0.001157592630555677,0.15806223479490808,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
数码视讯,12,0.125,0.004866180048661801,2.813079861030824E-4,0.09123055162659123,0.6,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Fontinalis Partners,4,0.125,0.004866180048661801,0.0015019736648008827,0.20792079207920794,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
VMware,11,0.125,0.009732360097323601,0.18557191887262728,0.38083451202263086,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
合一天使基金,12,0.25,0.009732360097323601,2.031668788459749E-4,0.09016973125884017,0.2,0.5,0.25,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
日本KDDI电信,5,0.125,0.0072992700729927005,0.005423921597153763,0.3295615275813296,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
复励投资,8,0.1875,0.012165450121654502,0.003918470215490017,0.056011315417256013,0.32,0.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Access Venture Partners,11,0.125,0.0072992700729927005,0.004205820697134593,0.31117397454031115,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
英飞尼迪Infinity,10,0.25,0.019464720194647202,0.010665824174670128,0.15647100424328148,0.35,0.125,0.875,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
FF Angel LLC,2,0.125,0.004866180048661801,8.510835278635568E-4,0.09547383309759548,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OMERS Ventures,2,0.25,0.009732360097323601,0.003945932720094672,0.37234794908062235,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
风和投资,14,0.4375,0.019464720194647202,0.012381915413093372,0.16495756718528998,0.225,0.375,0.625,0.25,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
任飞资本,12,0.1875,0.0170316301703163,3.9383118054431537E-4,0.0442513639119014,0.22857142857142856,0.14285714285714285,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
thrive capital,0,0.375,0.05596107055961071,0.02901421117716671,0.14021277904187934,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
创势资本,3,0.3125,0.014598540145985401,0.0029068491897318517,0.11103253182461104,0.23333333333333334,0.16666666666666666,0.8333333333333334,0.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Advantage Capital Partners,2,0.125,0.004866180048661801,0.0010445116023780016,0.3712871287128713,0.1,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Signal Peak Ventures,2,0.125,0.0072992700729927005,0.0030551716384845627,0.33097595473833097,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
微软Microsoft,0,0.25,0.0340632603406326,0.06898640221989741,0.4173570418266317,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Arsenal Venture Partners,10,0.125,0.004866180048661801,1.7061348111017689E-4,0.09335219236209336,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bright Capital,12,0.125,0.004866180048661801,1.3309806054481241E-4,0.21004243281471005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Thomvest Ventures,11,0.1875,0.012165450121654502,0.004923134186644592,0.25544554455445545,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
互动娱乐,5,0.0625,0.004866180048661801,0.012133751133912955,0.20792079207920794,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Medtronic,12,0.0625,0.004866180048661801,0.003154365522850945,0.2630834512022631,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
涌铧投资,9,0.25,0.009732360097323601,9.001855555298637E-4,0.12623762376237624,0.25,0.0,0.75,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
中国文化产业投资基金,5,0.25,0.029197080291970802,0.019288010218567485,0.2860678925035361,0.21666666666666665,0.25,0.75,0.16666666666666666,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
Vegas Tech Fund,13,0.375,0.021897810218978103,0.003928077820908724,0.12211221122112212,0.02222222222222222,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
VY Capital,3,0.1875,0.012165450121654502,0.018410384938400484,0.19179632248939182,0.08,0.2,0.6,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Dropbox,0,0.1875,0.019464720194647202,4.5009277776493186E-4,0.12305516265912306,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Storm Ventures,2,0.0625,0.009732360097323601,0.0019164258459584986,0.13472418670438474,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
零一创投,3,0.25,0.029197080291970802,0.002392030820060434,0.086987270155587,0.25,0.25,0.75,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Lightbank,0,0.25,0.0170316301703163,0.0012492477797102137,0.15275813295615276,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
唯猎资本,9,0.25,0.0170316301703163,0.0010301442189497659,0.0442513639119014,0.2571428571428572,0.2857142857142857,0.7142857142857143,0.14285714285714285,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
协立投资,3,0.0625,0.004866180048661801,0.002250463888824659,0.09335219236209336,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Translink Capital,11,0.1875,0.0072992700729927005,0.0010345922139413633,0.20084865629420087,0.06666666666666667,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Highland Capital Partners,6,0.625,0.046228710462287104,0.024653435320320372,0.2094841063053674,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0
Bullpen Capital,7,0.375,0.019464720194647202,0.004425180887125355,0.20526874115983026,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
国金证券/鼎兴量子,9,0.0625,0.004866180048661801,0.0012190012731133572,0.09971711456859972,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曼图资本Mandra Capital,7,0.375,0.021897810218978103,0.007784169222871915,0.0876944837340877,0.3555555555555555,0.5555555555555556,1.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
丰厚资本,6,0.875,0.0827250608272506,0.002212956157344248,0.03194941342873783,0.24117647058823527,0.20588235294117646,0.8529411764705882,0.029411764705882353,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
Felicis Ventures,11,0.5,0.0535279805352798,0.012127549718113178,0.12054776906262056,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0
Maverick Capital,0,0.1875,0.009732360097323601,0.002787744926232797,0.18564356435643564,0.1,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
NextBig三万弘合投资/3W创业基金,6,0.625,0.0340632603406326,6.563853009071923E-4,0.015457668215801173,0.2,0.21428571428571427,0.9285714285714286,0.0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
青云创投,3,0.125,0.004866180048661801,0.0017529425846027477,0.07637906647807638,0.3,0.5,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Verizon Ventures,0,0.3125,0.012165450121654502,0.5250947301595666,0.4828854314002829,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
Blackbird,11,0.125,0.0072992700729927005,6.015117147977399E-4,0.13437057991513437,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
初创投资,14,0.375,0.019464720194647202,4.2196197915462364E-4,0.03712871287128713,0.325,0.125,1.0,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
Launch Capital,2,0.125,0.004866180048661801,3.669181782712467E-4,0.08910891089108912,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
元素资本,14,0.5,0.029197080291970802,0.001040839548581405,0.1403818953323904,0.18333333333333332,0.0,0.9166666666666666,0.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0
Omidyar Network,2,0.125,0.004866180048661801,6.663039860738653E-4,0.07425742574257425,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
汤臣倍健,12,0.125,0.004866180048661801,0.0019128943055009605,0.157001414427157,0.2,0.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
沃衍资本,3,0.0625,0.0072992700729927005,0.007954764718143416,0.19801980198019803,0.4,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
熊猫资本,3,0.25,0.012165450121654502,6.188775694267813E-4,0.044130127298444136,0.4,0.2,0.8,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
隆领投资4399,6,0.8125,0.0705596107055961,0.002869626061554308,0.07535482612300638,0.21379310344827585,0.1724137931034483,0.4827586206896552,0.3793103448275862,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0
怡和创投/怡和联创,3,0.1875,0.0072992700729927005,0.005356469755784623,0.2432814710042433,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AVentures Capital,10,0.125,0.004866180048661801,1.1010521164668392E-4,0.1485148514851485,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
优酷土豆-合一集团,5,0.25,0.012165450121654502,0.007667611777211717,0.24186704384724186,0.16,0.2,0.8,0.2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
SV Angel,6,0.75,0.08029197080291971,0.018949007730509938,0.08473704513308473,0.006060606060606061,0.0,0.0,0.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
Cambia Health Solutions,9,0.125,0.0072992700729927005,0.0014089096689903445,0.3210749646393211,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sierra Ventures,14,0.3125,0.029197080291970802,0.007852187886442792,0.25671852899575676,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
Great Hill Partners,9,0.125,0.004866180048661801,0.007451942321199354,0.5282885431400283,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pejman Mar Ventures,9,0.1875,0.0072992700729927005,6.447602483814825E-4,0.07779349363507779,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Collaborative Fund,11,0.375,0.0170316301703163,0.002616734669585155,0.10426348757324713,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
维思资本,3,0.125,0.004866180048661801,0.0010502164814515077,0.3500707213578501,0.2,0.5,1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Mr.I互联网创新基地/陈瑞贵,3,0.0625,0.0072992700729927005,2.0629252314226045E-4,0.04384724186704385,0.26666666666666666,0.6666666666666666,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canon佳能,10,0.125,0.004866180048661801,0.3321949692028106,0.8635077793493635,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delta Partners,2,0.125,0.004866180048661801,5.951633061982914E-4,0.24186704384724186,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
初灵信息,0,0.0625,0.004866180048661801,0.01894140439760755,0.43493635077793497,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lakestar,11,0.3125,0.0170316301703163,0.01782514102063883,0.12123661345726411,0.05714285714285714,0.14285714285714285,0.14285714285714285,0.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Oak Investment Partners,10,0.3125,0.019464720194647202,0.013207665703383751,0.2837694483734088,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
骅威科技,5,0.125,0.009732360097323601,0.03900804073962743,0.08804809052333805,0.2,0.0,0.75,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
九合创投,6,0.9375,0.20437956204379562,0.0059126203327768525,0.03803798747221661,0.2571428571428572,0.15476190476190477,0.9285714285714286,0.023809523809523808,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
信天创投,1,0.5625,0.051094890510948905,0.005265881082713135,0.05152556071933724,0.26666666666666666,0.19047619047619047,0.9047619047619048,0.047619047619047616,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
Drive Capital,2,0.0625,0.0072992700729927005,0.002063232794820744,0.20226308345120225,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
刚泰控股,3,0.125,0.004866180048661801,0.020629252314226045,0.3224893917963225,0.2,0.5,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
新沃资本,3,0.125,0.004866180048661801,3.250670061573106E-4,0.16548797736916548,0.2,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
中技控股,5,0.125,0.004866180048661801,0.14104782423208553,0.297029702970297,0.4,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Recruit Strategic Partners,8,0.25,0.014598540145985401,0.009023866048578496,0.2623762376237624,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
顺融资本,8,0.125,0.004866180048661801,1.034275695572333E-4,0.004243281471004243,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
富达亚洲风险投资,6,0.75,0.06082725060827251,0.08100151706891338,0.16871287128712872,0.21600000000000003,0.28,0.68,0.12,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Rincon Venture Partners,10,0.1875,0.0072992700729927005,0.0016128925597973698,0.07637906647807638,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
掌趣科技,5,0.125,0.029197080291970802,0.163409364185804,0.22135785007072137,0.2833333333333333,0.25,0.6666666666666666,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
德力股份,5,0.0625,0.0072992700729927005,0.04876005092453429,0.1768033946251768,0.13333333333333333,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Incubate Fund,0,0.125,0.004866180048661801,0.004518095035085209,0.2333804809052334,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
易车网,12,0.1875,0.0267639902676399,0.016150316257236976,0.08872315803008873,0.2545454545454545,0.36363636363636365,1.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
元禾控股/苏州创投/原点创投,6,0.5625,0.043795620437956206,0.01541776213062594,0.10513908533710514,0.2,0.1111111111111111,0.5,0.1111111111111111,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
Lifeforce Ventures,12,0.0625,0.0072992700729927005,8.17357607178987E-4,0.14144271570014147,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
神州租车,4,0.0625,0.004866180048661801,0.009975650033858807,0.12093352192362093,0.3,0.5,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Point Ventures,4,0.1875,0.012165450121654502,0.051524137650888695,0.22234794908062236,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
极客帮创业基金,6,0.875,0.13138686131386862,0.004077826233233251,0.04541882759704542,0.23703703703703702,0.24074074074074073,0.7777777777777778,0.09259259259259259,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
华录百纳,12,0.125,0.004866180048661801,0.04691279514912405,0.5198019801980198,0.2,0.5,0.5,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
联建光电,12,0.125,0.0072992700729927005,0.020610498448485837,0.3507779349363508,0.06666666666666667,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
和光资本,0,0.1875,0.0072992700729927005,7.574386310617156E-4,0.14002828854314003,0.4,0.6666666666666666,0.6666666666666666,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Rhodium,9,0.1875,0.0072992700729927005,0.0012577784537657227,0.2135785007072136,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
暴龙投资,1,0.3125,0.021897810218978103,5.719929050762676E-4,0.029231494578029236,0.22222222222222224,0.1111111111111111,1.0,0.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Sigma Partners,10,0.125,0.004866180048661801,0.0032535594072173268,0.347949080622348,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
信中利资本,1,0.4375,0.031630170316301706,0.005288433543959019,0.07833750408007834,0.27692307692307694,0.38461538461538464,0.9230769230769231,0.07692307692307693,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
Avalon Ventures,4,0.1875,0.0072992700729927005,0.0032733981840906033,0.26874115983026875,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Tengelmann Ventures/Tengelmann Group,4,0.125,0.009732360097323601,0.004523241127107015,0.09441301272984441,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
立思辰,0,0.125,0.014598540145985401,0.02160445333271673,0.43422913719943423,0.0,0.0,0.8333333333333334,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
联想之星,6,0.9375,0.1362530413625304,0.009958424326868442,0.0731966053748232,0.275,0.30357142857142855,0.8571428571428571,0.017857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
DCM中国,6,0.9375,0.1654501216545012,0.09953373942081672,0.14913886346617855,0.3,0.45588235294117646,0.8235294117647058,0.08823529411764706,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
宜华木业,3,0.125,0.0072992700729927005,0.013048627380139483,0.19801980198019803,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
华创资本,6,0.75,0.170316301703163,0.029949670234890854,0.08656294200848656,0.27142857142857146,0.38571428571428573,0.8571428571428571,0.11428571428571428,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
伯藜创投,1,0.3125,0.012165450121654502,0.0011015176811838398,0.10777934936350778,0.36,0.2,0.6,0.2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
清控创投-清控三联创投,9,0.125,0.004866180048661801,6.188775694267813E-4,0.03606789250353607,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
太和投资,12,0.1875,0.0072992700729927005,6.751391666473978E-4,0.04526166902404526,0.33333333333333337,0.3333333333333333,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
唯猎资本Will Hunting Capital,9,0.25,0.014598540145985401,9.111115577101074E-4,0.051626591230551626,0.3,0.3333333333333333,0.6666666666666666,0.16666666666666666,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BitFund.PE比特基金李笑来,1,0.5,0.029197080291970802,5.42924413178949E-4,0.009193776520509194,0.26666666666666666,0.16666666666666666,0.9166666666666666,0.0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
LB Investment,12,0.25,0.012165450121654502,0.009857888228331035,0.2817538896746818,0.27999999999999997,0.2,0.8,0.0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Oaktree Capital橡树资本,3,0.125,0.004866180048661801,2.975816530991457E-4,0.12093352192362093,0.0,0.0,0.5,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
