机构名称,聚类结果,领域数量,投资次数,投资总额,所投公司存活时间,所投公司创业人数,所投公司管理层毕业于世界500强大学占比,所投公司在一线城市占比,所投公司在二线城市占比,金融占比,旅游占比,硬件占比,汽车交通占比,企业服务占比,本地生活占比,电子商务占比,教育占比,广告营销占比,游戏占比,文化娱乐体育占比,医疗健康占比,房产服务占比,SNS社交网络占比,移动互联网占比,工具软件占比,未知领域占比
William Morris Endeavor,12,0.125,0.004866180048661801,2.992821196856046E-4,0.08062234794908063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522727272803585,0.14772727272859543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
浙商创投,13,0.625,0.04866180048661801,0.00561623892708508,0.06322489391796322,0.18,0.15,0.55,0.15,0.05008832240851368,0.08637814679885532,0.1101943092987301,0.03339221493900912,0.0,0.0834805373475228,0.5296113814025398,0.03339221493900912,0.0,0.0,0.010017664481702736,0.0,0.0,0.02003532896340547,0.0,0.04340987942071185,0.0
猎豹移动,3,0.3125,0.029197080291970802,0.013181242678672411,0.17963224893917965,0.16666666666666669,0.0,0.75,0.0,0.0,0.0,0.016361845485275976,0.0,0.0,0.0,0.0,0.0,0.6321320750931878,0.00426830751789808,0.10392090996901636,0.0,0.0,0.0,0.24331686193462176,0.0,0.0
Sofina,5,0.125,0.004866180048661801,0.026187185472724826,0.30339462517680343,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
华威国际集团CID,13,0.1875,0.0170316301703163,0.010563177484819622,0.15336431602343908,0.2,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22537283201142938,0.682036496171133,0.09259067181802891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
起源资本,1,0.5625,0.043795620437956206,0.0010502164814515077,0.07260726072607261,0.2777777777777778,0.2222222222222222,1.0,0.0,0.0,0.26785714285714285,0.03571428571428571,0.026785714285714284,0.125,0.15178571428571427,0.0,0.05357142857142857,0.0,0.0,0.20535714285714285,0.05357142857142857,0.0,0.08035714285714286,0.0,0.0,0.0
Temasek淡马锡/兰亭投资,13,0.6875,0.072992700729927,0.4860263761973745,0.32164073550212163,0.32666666666666666,0.3333333333333333,0.5,0.13333333333333333,0.015919142169016267,0.08653482409824229,0.054614903133701966,0.17960057831710663,0.023837894940270516,0.04076000137781105,0.5250556005405911,0.024490987952332722,0.0,0.024490987952332722,0.013470043373782997,0.011225036144819164,0.0,0.0,0.0,0.0,0.0
Maven Ventures Growth Labs,8,0.25,0.009732360097323601,0.0020691844278827266,0.11138613861386139,0.0,0.0,0.0,0.0,0.6903163950143816,0.0,0.13231064237775647,0.0,0.09971236816874401,0.0,0.07766059443911794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
招商局,1,0.3125,0.014598540145985401,0.005587020404261839,0.2135785007072136,0.16666666666666669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05035027004528168,0.0,0.033566846696854453,0.0,0.10909225176477697,0.0,0.10070054009056335,0.0,0.7062900914025235,0.0,0.0,0.0,0.0
达晨创投,13,0.75,0.08759124087591241,0.03322809172764389,0.2118104667609618,0.17222222222222222,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.01693193749486674,0.0,0.011287958329911158,0.0016931937494866739,0.07337172914442253,0.0,0.36001734341047126,0.1459371755509945,0.02686717511841717,0.05267713887291872,0.11005759371663379,0.005643979164955579,0.1808404296180912,0.0,0.014674345828884506,0.0,0.0
Fairhaven Capital Partners,14,0.125,0.0072992700729927005,0.0025383715009357133,0.314002828854314,0.0,0.0,0.0,0.0,0.0,0.0,0.2966002344665885,0.0,0.7033997655334114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aspect Ventures,14,0.1875,0.0072992700729927005,9.3242251304399E-4,0.13437057991513437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6382978723404256,0.0,0.2553191489361702,0.0,0.0,0.0,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0
Salesforce,14,0.3125,0.0413625304136253,0.06458216431224245,0.2773109243697479,0.011764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.006450919054439756,0.0,0.9655164767795209,0.0014192021919767464,0.0,0.0,0.00423917537863184,0.0,0.0,0.0,0.0,0.0,0.0,0.022374226595500576,0.0
华映资本,1,0.9375,0.1411192214111922,0.025795450974370263,0.11910452128956739,0.18620689655172412,0.15517241379310345,0.6896551724137931,0.2413793103448276,0.07626462968614887,0.0021810666259146484,0.050194558413253675,0.03565411424048935,0.09087777607977703,0.019629599633231836,0.046559447370062595,0.015630977485721648,0.1326904954496407,0.2729335884114986,0.11641363143376486,0.0,0.007270222086382162,0.04706414618729924,0.06264401401175362,0.023991732885061134,0.0
易宝支付,1,0.125,0.0072992700729927005,6.188775694267813E-4,0.08203677510608204,0.26666666666666666,0.3333333333333333,1.0,0.0,0.696969696969697,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeNA,12,0.25,0.009732360097323601,5.088646267995392E-4,0.07425742574257425,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.4152046783625731,0.3508771929824561,0.0,0.0,0.0,0.19883040935672514,0.0,0.0
凯辉私募股权投资基金,1,0.25,0.009732360097323601,0.0031782363808583653,0.5887553041018387,0.15,0.5,0.75,0.0,0.37452425488726687,0.0,0.0,0.0,0.0,0.0,0.017702143729605654,0.0,0.017702143729605654,0.0,0.0,0.5900714576535219,0.0,0.0,0.0,0.0,0.0
智联招聘,14,0.0625,0.004866180048661801,0.0019274550319080448,0.8571428571428572,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
广联达,1,0.1875,0.009732360097323601,0.005430748191821855,0.2301980198019802,0.15,0.25,0.75,0.0,0.29352835587515996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25899560812514116,0.0,0.0,0.4474760359996989,0.0
PreAngel镭厉资本,1,1.0,0.3746958637469586,0.0077565945295292585,0.02962030896967248,0.2363636363636364,0.22077922077922077,0.8506493506493507,0.045454545454545456,0.04005632249855333,0.010880083457971656,0.36244444847314433,0.05233827880512405,0.039530969897297014,0.03602516522750615,0.11477436306759159,0.038886224210898615,0.01390732161237283,0.04835592647987402,0.05573020526805481,0.029430370676301148,0.011605422355169766,0.02466152250473575,0.06673117854222615,0.05464219692225765,0.0
Portland Seed Fund,12,0.1875,0.0072992700729927005,3.1940430765974975E-4,0.0693069306930693,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.4658385093167702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472049689440994,0.0
小米科技,1,0.75,0.12408759124087591,0.12108693051583863,0.23521091604958816,0.21176470588235294,0.17647058823529413,0.7254901960784313,0.11764705882352941,0.04004886501453752,0.0,0.30406325086381597,0.01347450391588265,0.22310980465243696,0.11936850613107386,0.0,0.0,0.006969570990973784,0.01693431511531855,0.2017019787079835,0.024575868909338727,0.0,4.6463806606491896E-4,0.02995568075727139,0.019333016875346463,0.0
华闻传媒,4,0.1875,0.014598540145985401,0.057143028910406145,0.4547383309759548,0.03333333333333333,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.23629799803085003,0.0,0.0,0.0,0.14177879881851002,0.0,0.62192320315064,0.0,0.0,0.0,0.0,0.0,0.0
Jerusalem Venture Partners,4,0.125,0.004866180048661801,0.003094849192231116,0.22913719943422914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0
聚心资本,9,0.0625,0.004866180048661801,9.376932870102747E-4,0.016973125884016973,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventus Capital Partners,3,0.25,0.014598540145985401,0.005031020842773484,0.23903818953323905,0.0,0.0,0.0,0.0,0.1301285876719229,0.0,0.0,0.0,0.02738738941576424,0.0,0.0,0.006506429383596145,0.8359775935287167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reed Elsevier Ventures,12,0.25,0.0170316301703163,0.002957961631805509,0.24914124065467771,0.0,0.0,0.0,0.0,0.13279678068410464,0.0,0.0,0.0,0.3460764587525151,0.0,0.0,0.44064386317907445,0.0,0.0,0.08048289738430583,0.0,0.0,0.0,0.0,0.0,0.0
OpenView Venture Partners,14,0.1875,0.012165450121654502,0.006913813740336819,0.2851485148514852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.17216642754662842,0.0,0.0,0.0,0.0,0.18077474892395984,0.0,0.0,0.0,0.0
Canaan Partners,0,0.5,0.038929440389294405,0.016747895436419923,0.147984441301273,0.0,0.0,0.0,0.0,0.08386638237384506,0.010660980810234541,0.07581141909500118,0.13918502724472873,0.08706467661691543,0.4513148542999289,0.1378820184790334,0.0,0.0,0.0,0.014214641080312722,0.0,0.0,0.0,0.0,0.0,0.0
湖南电广传媒,3,0.25,0.014598540145985401,0.03047503182783393,0.4073550212164074,0.1,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0756923076923077,0.0,0.0,0.0,0.25046153846153846,0.40615384615384614,0.0,0.0,0.0,0.0,0.2676923076923077,0.0,0.0
North Bridge Venture Partners,0,0.5,0.0267639902676399,0.01952135644330396,0.23993827954223995,0.0,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,0.0,0.05894308943089431,0.0,0.1524390243902439,0.0,0.054878048780487805,0.0,0.43902439024390244,0.06097560975609756,0.0,0.12195121951219512,0.0,0.0508130081300813,0.0
91农业,13,0.125,0.004866180048661801,1.1252319444123296E-4,0.347949080622348,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宏达电HTC,12,0.25,0.012165450121654502,0.02667990016115752,0.2316831683168317,0.08,0.0,0.2,0.0,0.0,0.0,0.13384532234452035,0.6692266117226018,0.0,0.0401535967033561,0.0,0.0,0.0,0.0,0.15677446922952182,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Venture Partners,0,0.75,0.072992700729927,0.07679377969322448,0.24172560113154173,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.32890160077498026,0.025833833094982765,0.010075194907043278,0.0,0.25084651935228264,0.0,0.18445356829817694,0.01085020989989276,0.019375374821237076,0.0,0.09280804539372559,0.0,0.019375374821237076,0.020667066475986214,0.02131291230336078,0.015500299856989658,0.0
Cisco,14,0.25,0.019464720194647202,0.025431710449553467,0.32355021216407354,0.0,0.0,0.0,0.0,0.039004016093665286,0.0,0.0169667470007444,0.0,0.9371364933438004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068927435615465105,0.0
华岩资本ChinaRock,1,0.3125,0.029197080291970802,0.0026026308248552335,0.06577086280056578,0.31666666666666665,0.3333333333333333,0.8333333333333334,0.08333333333333333,0.42686480706124474,0.14178009663105628,0.0,0.0,0.3487572072203041,0.0,0.0,0.07178928790521491,0.0,0.0,0.010808601182179946,0.0,0.0,0.0,0.0,0.0,0.0
雷雨资本,1,0.375,0.0267639902676399,6.095006365566786E-4,0.04937636620804938,0.18181818181818182,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.18461538461538463,0.23076923076923078,0.0,0.046153846153846156,0.046153846153846156,0.0,0.09230769230769231,0.0
莉莉丝/刀塔传奇,10,0.125,0.009732360097323601,0.0012096243402432544,0.01166902404526167,0.1,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348837209302325,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0.0
天风证券,1,0.1875,0.009732360097323601,0.005251082407257538,0.44554455445544555,0.35,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.17857142857142858,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0
PivotNorth Capital,14,0.125,0.004866180048661801,9.522612899172663E-4,0.16973125884016974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
风云天使基金,1,0.1875,0.0072992700729927005,8.5330089117935E-4,0.08062234794908063,0.33333333333333337,0.0,1.0,0.0,0.07692307692307693,0.8791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,0.0,0.0,0.0,0.0
Data Collective,0,0.5,0.0413625304136253,0.005865050971483293,0.08087195274149264,0.0,0.0,0.0,0.0,0.0,0.0,0.07576892411030546,0.027905965353125894,0.3916982773202398,0.0,0.0,0.08118099011818442,0.0,0.0,0.0,0.058856217835683705,0.016236198023636884,0.0,0.019570417260633754,0.3287830099786469,0.0
Version One Ventures,5,0.4375,0.0340632603406326,0.0027655254961347275,0.1709436249747424,0.0,0.0,0.0,0.0,0.0,0.08177905308464849,0.0,0.0,0.09325681492109039,0.0,0.5294117647058824,0.08823529411764706,0.0,0.0,0.08608321377331421,0.07173601147776183,0.0,0.04949784791965567,0.0,0.0,0.0
早鸟基金,4,0.3125,0.029197080291970802,0.003949028300143806,0.19024045261669026,0.23333333333333334,0.08333333333333333,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.014246947082796974,0.0,0.14246947082796974,0.13568521031235228,0.0,0.2137042062419546,0.49389416553696175,0.0,0.0,0.0,0.0,0.0,0.0
TMT Investments,5,0.1875,0.009732360097323601,4.966479679570844E-4,0.09653465346534654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23567756460134134,0.0,0.7190162987837533,0.0,0.0,0.0,0.0,0.0,0.0,0.04530613660231861,0.0
中国远镜连锁成长基金,13,0.25,0.019464720194647202,0.005572683073903452,0.10077793493635079,0.2,0.125,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.3405923300975775,0.6291197835425721,0.0,0.0,0.0,0.0,0.0,0.010095962119950126,0.0,0.020191924239900252,0.0,0.0
易一天使,11,0.5,0.0340632603406326,0.0016682188704708282,0.0845625378864417,0.17142857142857143,0.2857142857142857,0.42857142857142855,0.35714285714285715,0.20032976092408128,0.0,0.03709810387482986,0.037472832196797805,0.4833995353386922,0.03372554897711806,0.1461440455675116,0.028104624147598383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03372554897711806,0.0
World Innovation Lab,5,0.1875,0.0072992700729927005,9.816226796897155E-4,0.18528995756718528,0.0,0.0,0.0,0.0,0.0,0.0,0.08084074373484236,0.0,0.3468067906224737,0.0,0.5723524656426839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giza Venture Capital,7,0.125,0.004866180048661801,6.546796368181206E-4,0.37765205091937765,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
紫辉创投,1,0.6875,0.0851581508515815,0.004993311772922381,0.04122044857546979,0.24,0.2,0.9428571428571428,0.0,0.0,0.03755797072777137,0.4506956487332564,0.07511594145554273,0.04300387648329822,0.03755797072777137,0.08897971519028498,0.061970651700822756,0.0,0.12018550632886837,0.02666615921671767,0.0,0.0,0.03197597992497424,0.026290579509439957,0.0,0.0
58同城,1,0.6875,0.06569343065693431,0.09863607782304483,0.195976740531196,0.3259259259259259,0.2222222222222222,0.9259259259259259,0.037037037037037035,1.9013190866987148E-4,0.0010457254976842933,0.0,0.09004385763230692,0.0017111871780288433,0.36831022424166815,0.0,5.703957260096144E-4,0.0,0.0,0.019013190866987148,0.002961969939213593,0.44317574703230944,0.07240717425111248,5.703957260096144E-4,0.0,0.0
Facebook,0,0.4375,0.024330900243309004,0.4836101742163364,0.15657708628005657,0.0,0.0,0.0,0.0,0.0,0.0,0.9919179752021408,0.0,2.3267333989317036E-4,0.0,1.1633666994658518E-4,0.0,1.1633666994658518E-4,0.0,1.1633666994658518E-4,1.1633666994658518E-4,0.0,0.0,0.007384004778179708,0.0,0.0
Juniper Networks,2,0.25,0.009732360097323601,0.0021128297370039345,0.22277227722772278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352112676056338,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.3380281690140845,0.0,0.28169014084507044,0.0
联创股份,3,0.0625,0.004866180048661801,0.032481695462035914,0.33946251768033947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
成都金亚科技,10,0.1875,0.012165450121654502,0.0436327440311621,0.11202263083451203,0.2,0.0,0.8,0.0,0.0,0.0,0.015043410985988137,0.0,0.0017192469698272157,0.0,0.0,0.0,0.0,0.9832373420441847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
网信金融,1,0.1875,0.0072992700729927005,1.6878479166184944E-4,0.21499292786421498,0.2,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Ventures,12,0.125,0.0072992700729927005,0.004761306449586332,0.2842998585572843,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
搜于特服装,13,0.0625,0.004866180048661801,0.0065450991433317176,0.30339462517680343,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蓝色光标,3,0.5,0.0681265206812652,0.09442120925774533,0.21716508385532432,0.22857142857142856,0.21428571428571427,0.8214285714285714,0.03571428571428571,0.0,0.0,0.0,0.0015889536588341985,0.03972384147085496,0.0,0.028899094670046987,5.958576220628244E-4,0.8925470088213373,0.0,0.02184811280897023,0.001986192073542748,0.0,0.0,0.012810938874350726,0.0,0.0
鼎峰资本,13,0.0625,0.004866180048661801,0.0024067461033201207,0.27157001414427157,0.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000025948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AITV - AccelerateIT Ventures,14,0.0625,0.004866180048661801,0.001547424596115558,0.1760961810466761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magna Capital Partners,12,0.125,0.0072992700729927005,0.006903894351900181,0.15983026874115983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793103448275862,0.1206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madrone Capital Partners,12,0.125,0.0072992700729927005,0.030859217426381414,0.3620933521923621,0.0,0.0,0.0,0.0,0.0,0.0,0.9643201542912246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567984570877531,0.0,0.0,0.0
Lead Edge Capital,11,0.1875,0.009732360097323601,0.003164284911287583,0.06683168316831684,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.6244514106583072,0.34420062695924764,0.0,0.0,0.0,0.0,0.0,0.0,0.03134796238244514,0.0,0.0,0.0,0.0,0.0
大众点评网,1,0.3125,0.0340632603406326,0.02654258623159431,0.3470398060214185,0.2,0.21428571428571427,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.023316400445187804,0.8579819245611289,0.0,0.002119672767744346,0.1059836383872173,0.0,0.01059836383872173,0.0,0.0,0.0,0.0,0.0,0.0
飞马基金/飞马旅,1,0.1875,0.0072992700729927005,2.4380025462267143E-4,0.060820367751060825,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0
XG Ventures,2,0.4375,0.019464720194647202,7.522501289729086E-4,0.09547383309759548,0.0,0.0,0.0,0.0,0.0,0.03955887033285743,0.08966677275447685,0.0,0.0,0.0,0.0,0.16094808958282572,0.0,0.0,0.0909854017655721,0.0,0.0,0.5274516044380991,0.06645890215920049,0.02493035895628393,0.0
Jafco Ventures,12,0.4375,0.024330900243309004,0.006777719730986143,0.12305516265912306,0.0,0.0,0.0,0.0,0.0,0.016947664207938182,0.035124692658939236,0.0,0.1997716894977169,0.0,0.1931858096241658,0.0,0.10010537407797682,0.3512469265893923,0.0,0.0,0.0,0.0,0.10361784334387074,0.0,0.0
好大夫在线,6,0.0625,0.004866180048661801,1.1252319444123296E-4,0.09123055162659123,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Expedia,12,0.125,0.0170316301703163,0.34297420062915296,0.6892301475045464,0.17142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.0,0.9998359596811731,0.0,1.6404031882692643E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
以太资本,1,0.3125,0.012165450121654502,3.2819265045359614E-4,0.017821782178217824,0.16,0.6,1.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.5714285714285714,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,0.0,0.0,0.0
成为资本,1,0.5625,0.0681265206812652,0.03038450307336348,0.14609011921600326,0.2,0.42857142857142855,1.0,0.0,0.0,0.0,0.10381494524477557,0.019587725517882185,0.0,0.0,0.14411771430836795,0.1725025693941491,0.0,0.0015430452898081157,0.12372913285462246,0.0,0.026116967357176245,0.012344362318464926,0.39624353771475346,0.0,0.0
大河创投,1,0.5625,0.0340632603406326,4.9385179781916E-4,0.09365528389573652,0.24285714285714283,0.35714285714285715,1.0,0.0,0.0,0.12658227848261486,0.19936708861011856,0.11392405063435347,0.056962025317176736,0.1329113924067457,0.17721518987566107,0.028481012658588368,0.0,0.0,0.03797468354478449,0.0,0.0,0.0,0.0,0.12658227848261486,0.0
陶石资本,1,0.1875,0.014598540145985401,5.063543749855483E-4,0.03536067892503537,0.36666666666666664,0.3333333333333333,1.0,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
Singapore Press Holdings/新加坡报业控股SPH,5,0.1875,0.0072992700729927005,0.0035144393231009113,0.20226308345120225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354784081287045,0.6951735817104149,0.0,0.0,0.0,0.1693480101608806,0.0,0.0,0.0,0.0,0.0,0.0
Vulcan Capital,7,0.25,0.014598540145985401,0.010058259874751126,0.3224893917963225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34023668639053256,0.047337278106508875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09467455621301775,0.5177514792899408,0.0
OCA Ventures,12,0.1875,0.009732360097323601,0.0016318811033680398,0.15381895332390383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04689128169526394,0.0,0.22368878082777766,0.0,0.7294199374818837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
集富亚洲JAFCO,13,0.375,0.031630170316301706,0.01474920088238692,0.20171907300620173,0.3230769230769231,0.38461538461538464,1.0,0.0,0.012715174123501724,0.0,0.0,0.1950358307249213,0.0,0.0,0.4842268900756667,0.12105672251891668,0.07263403351135,0.0,0.0,0.0,0.0,0.0,0.0,0.11433134904564353,0.0
Ignition Partners,14,0.4375,0.0340632603406326,0.012044121439766091,0.18306728632046881,0.08571428571428572,0.07142857142857142,0.07142857142857142,0.0,0.1589523966397628,0.06588700378850272,0.034590676988963925,0.0,0.40355789820457916,0.0,0.0,0.0,0.0,0.09883050568275407,0.0,0.03656728710261901,0.0,0.0,0.0,0.20161423159281833,0.0
New York Times,7,0.125,0.004866180048661801,0.001622811948234008,0.07637906647807638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787286063569682,0.0,0.0,0.0,0.0,0.7212713936430318,0.0
深圳红十三投资,13,0.125,0.0072992700729927005,0.0020629252314226043,0.23055162659123057,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0
华谊兄弟,10,0.25,0.019464720194647202,0.019166307944539707,0.19041725601131543,0.225,0.0,1.0,0.0,0.0,0.0,0.015526289881193514,0.0,0.0,0.2602759123629673,0.0,0.0,0.0,0.7023046469869165,0.021893150769248818,0.0,0.0,0.0,0.0,0.0,0.0
Monster,14,0.0625,0.0072992700729927005,0.020824206250141777,0.2814710042432815,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
创东方投资,1,0.5625,0.06326034063260341,0.01051623021382023,0.11261016211511263,0.34615384615384615,0.23076923076923078,0.6923076923076923,0.19230769230769232,0.27284886312973694,0.02229157378510923,0.21533660276415514,0.0,0.07579135086937137,0.0,0.09629959875167186,0.0,0.0,0.19259919750334373,0.05349977708426215,0.0,0.0,0.05349977708426215,0.0,0.017833259028087384,0.0
春华资本Primavera,8,0.125,0.004866180048661801,0.23099802194444885,0.2333804809052334,0.7,1.0,0.5,0.5,0.9742351340851994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025764865914800702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
万嘉创投,13,0.25,0.014598540145985401,2.9531899919758994E-4,0.06718528995756719,0.3,0.5,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.19051126874154606,0.0,0.4284661937753618,0.19051126874154606,0.0,0.0,0.19051126874154606,0.0,0.0,0.0,0.0,0.0,0.0
Northwestern Mutual,8,0.0625,0.0072992700729927005,0.031630945846751864,0.34653465346534656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Stanley摩根士丹利,8,0.375,0.021897810218978103,0.07689467853840998,0.363979255068364,0.02222222222222222,0.0,0.1111111111111111,0.0,0.5074847161269056,0.0,0.0,0.0,0.13110052547486395,0.0,0.3095992167525606,7.316708813928265E-4,0.0,0.0,0.0,0.02786392950773045,0.0,0.0,0.0,0.023219941256442042,0.0
MSD Capital,4,0.0625,0.004866180048661801,0.005733406516376874,0.39462517680339465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
